File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample life stage,Biosample sex,Biosample organism
ENCFF100ZDV,bam,alignments,ENCSR839WFP,ChIP-seq,UBERON:0002048,lung,tissue,embryonic,mixed,Mus musculus
ENCFF650OTR,bam,alignments,ENCSR839WFP,ChIP-seq,UBERON:0002048,lung,tissue,embryonic,mixed,Mus musculus
ENCFF547STJ,bam,alignments,ENCSR669AQL,ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,mixed,Mus musculus
ENCFF679KQS,bam,alignments,ENCSR669AQL,ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,mixed,Mus musculus
ENCFF065SSR,bam,alignments,ENCSR249AUA,ChIP-seq,UBERON:0002048,lung,tissue,embryonic,mixed,Mus musculus
ENCFF762ZDM,bam,alignments,ENCSR249AUA,ChIP-seq,UBERON:0002048,lung,tissue,embryonic,mixed,Mus musculus
ENCFF465QMY,bam,alignments,ENCSR569UCG,ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,mixed,Mus musculus
ENCFF433IUV,bam,alignments,ENCSR569UCG,ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,mixed,Mus musculus
ENCFF347ZAO,bam,alignments,ENCSR260OUP,ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,mixed,Mus musculus
ENCFF951TJV,bam,alignments,ENCSR260OUP,ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,mixed,Mus musculus
ENCFF921JKL,bam,alignments,ENCSR108TWE,ChIP-seq,UBERON:0002048,lung,tissue,embryonic,mixed,Mus musculus
ENCFF128QGM,bam,alignments,ENCSR108TWE,ChIP-seq,UBERON:0002048,lung,tissue,embryonic,mixed,Mus musculus
ENCFF209RBB,bam,alignments,ENCSR953KTY,ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,mixed,Mus musculus
ENCFF197BTK,bam,alignments,ENCSR953KTY,ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,mixed,Mus musculus
ENCFF376PTS,bam,alignments,ENCSR148IGO,ChIP-seq,UBERON:0002048,lung,tissue,embryonic,mixed,Mus musculus
ENCFF404IRT,bam,alignments,ENCSR148IGO,ChIP-seq,UBERON:0002048,lung,tissue,embryonic,mixed,Mus musculus
ENCFF632GJH,bam,alignments,ENCSR399UVI,ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,mixed,Mus musculus
ENCFF923CNZ,bam,alignments,ENCSR399UVI,ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,mixed,Mus musculus
ENCFF582PWB,bam,alignments,ENCSR014YAY,ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,mixed,Mus musculus
ENCFF992OQQ,bam,alignments,ENCSR014YAY,ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,mixed,Mus musculus
ENCFF126APW,bam,alignments,ENCSR329ZEN,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF893KXG,bam,alignments,ENCSR329ZEN,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF868CEP,bam,alignments,ENCSR232EOO,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF462HQE,bam,alignments,ENCSR232EOO,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF025NCO,bam,alignments,ENCSR840PFW,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF228INH,bam,alignments,ENCSR840PFW,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF716BBX,bam,alignments,ENCSR896PWV,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF417WKH,bam,alignments,ENCSR896PWV,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF988JQL,bam,alignments,ENCSR413VHH,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF790TLG,bam,alignments,ENCSR413VHH,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF351THT,bam,alignments,ENCSR244YQD,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF804WWV,bam,alignments,ENCSR776QRL,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF552RZA,bam,alignments,ENCSR776QRL,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF681JCH,bam,alignments,ENCSR670YXP,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF842KKY,bam,alignments,ENCSR670YXP,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF452TTV,bam,alignments,ENCSR066XXZ,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF249HWA,bam,alignments,ENCSR066XXZ,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF268FRF,bam,alignments,ENCSR702JYV,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF903NTN,bam,alignments,ENCSR702JYV,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF474NQB,bam,alignments,ENCSR227UTY,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF413IVC,bam,alignments,ENCSR227UTY,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF670YFF,bam,alignments,ENCSR457HDY,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF162BUQ,bam,alignments,ENCSR457HDY,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF328UGV,bam,alignments,ENCSR099BYW,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF346HPR,bam,alignments,ENCSR099BYW,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF855GLJ,bam,alignments,ENCSR337XUK,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF386CAO,bam,alignments,ENCSR337XUK,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF608CRU,bam,alignments,ENCSR357OED,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF483IGD,bam,alignments,ENCSR357OED,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF557YHD,bam,alignments,ENCSR964RRJ,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF895IJO,bam,alignments,ENCSR964RRJ,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF683EHP,bam,alignments,ENCSR511LWL,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF632XMI,bam,alignments,ENCSR511LWL,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF390MHY,bam,alignments,ENCSR898WIS,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF698NRM,bam,alignments,ENCSR898WIS,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF968STD,bam,alignments,ENCSR274ACJ,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF601WGQ,bam,alignments,ENCSR274ACJ,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF143YYQ,bam,alignments,ENCSR345RKE,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF776EUP,bam,alignments,ENCSR345RKE,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF496YTA,bam,alignments,ENCSR186PIV,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF257OQZ,bam,alignments,ENCSR186PIV,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF816ROX,bam,alignments,ENCSR067FKP,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF417AAR,bam,alignments,ENCSR067FKP,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF768OUB,bam,alignments,ENCSR128ZCB,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF214ZBV,bam,alignments,ENCSR128ZCB,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF654PVD,bam,alignments,ENCSR481SGM,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF646GGK,bam,alignments,ENCSR481SGM,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF302HUT,bam,alignments,ENCSR265NBM,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF873ZQP,bam,alignments,ENCSR265NBM,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF315NEL,bam,alignments,ENCSR021ALF,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF046NDR,bam,alignments,ENCSR021ALF,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF099ZCZ,bam,alignments,ENCSR360ANE,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF162LED,bam,alignments,ENCSR360ANE,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF433RPH,bam,alignments,ENCSR054JHZ,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF992FFS,bam,alignments,ENCSR054JHZ,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF460RNI,bam,alignments,ENCSR254AHA,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF721BIS,bam,alignments,ENCSR254AHA,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF750BPO,bam,alignments,ENCSR320EEW,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF133BTR,bam,alignments,ENCSR320EEW,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF798HGH,bam,alignments,ENCSR059LYY,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF499PQT,bam,alignments,ENCSR059LYY,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF926SNR,bam,alignments,ENCSR093BYV,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF104HFY,bam,alignments,ENCSR093BYV,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF157ADX,bam,alignments,ENCSR433ESG,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF318LNX,bam,alignments,ENCSR433ESG,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF255PTZ,bam,alignments,ENCSR176BXC,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF349ZED,bam,alignments,ENCSR176BXC,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF749ROV,bam,alignments,ENCSR052CDF,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF581BUI,bam,alignments,ENCSR052CDF,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF144LQR,bam,alignments,ENCSR185JBL,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF484FBY,bam,alignments,ENCSR185JBL,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF116ZPD,bam,alignments,ENCSR203KIB,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF188DQH,bam,alignments,ENCSR203KIB,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF506WYL,bam,alignments,ENCSR172XOZ,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF596JCW,bam,alignments,ENCSR172XOZ,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF311KQT,bam,alignments,ENCSR886DWH,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF591CMY,bam,alignments,ENCSR886DWH,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF600CVS,bam,alignments,ENCSR579RZO,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF310IZZ,bam,alignments,ENCSR579RZO,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF703JQA,bam,alignments,ENCSR344BPJ,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF231NAQ,bam,alignments,ENCSR344BPJ,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF220MQQ,bam,alignments,ENCSR631QAE,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF607APX,bam,alignments,ENCSR631QAE,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF914JSL,bam,alignments,ENCSR534HMF,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF775ORI,bam,alignments,ENCSR534HMF,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF306PQK,bam,alignments,ENCSR234YTN,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF902DHA,bam,alignments,ENCSR234YTN,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF434QUO,bam,alignments,ENCSR755SGK,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF085KIU,bam,alignments,ENCSR755SGK,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF976LCF,bam,alignments,ENCSR264TXI,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF819DGL,bam,alignments,ENCSR264TXI,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF841FZL,bam,alignments,ENCSR972WEN,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF552PFZ,bam,alignments,ENCSR972WEN,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF403UNQ,bam,alignments,ENCSR977DCO,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF479QXF,bam,alignments,ENCSR977DCO,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF492ILF,bam,alignments,ENCSR234ISO,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF759VWI,bam,alignments,ENCSR234ISO,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF929OFY,bam,alignments,ENCSR037HLB,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF617CCN,bam,alignments,ENCSR037HLB,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF722EGM,bam,alignments,ENCSR556ZUY,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF849LHA,bam,alignments,ENCSR556ZUY,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF265KAG,bam,alignments,ENCSR068AQC,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF851KTA,bam,alignments,ENCSR068AQC,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF066KEA,bam,alignments,ENCSR138YZB,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF657TOI,bam,alignments,ENCSR138YZB,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF841RBB,bam,alignments,ENCSR573MJR,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF807GND,bam,alignments,ENCSR573MJR,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF976TWF,bam,alignments,ENCSR949ZLW,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF223QEB,bam,alignments,ENCSR949ZLW,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF224PDN,bam,alignments,ENCSR317ENO,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF366UML,bam,alignments,ENCSR317ENO,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF656MYX,bam,alignments,ENCSR563WKD,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF844PWX,bam,alignments,ENCSR563WKD,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF972ZKQ,bam,alignments,ENCSR081UQY,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF033BGX,bam,alignments,ENCSR081UQY,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF204GFG,bam,alignments,ENCSR024JAN,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF695ODM,bam,alignments,ENCSR024JAN,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF959EUX,bam,alignments,ENCSR445UYH,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF167GLJ,bam,alignments,ENCSR445UYH,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF236CTX,bam,alignments,ENCSR932BNP,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF075FNV,bam,alignments,ENCSR932BNP,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF998RQJ,bam,alignments,ENCSR871YCT,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF804XNE,bam,alignments,ENCSR871YCT,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF626JBF,bam,alignments,ENCSR631KAJ,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF690LJE,bam,alignments,ENCSR631KAJ,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF273LRW,bam,alignments,ENCSR175QZX,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF697UCV,bam,alignments,ENCSR175QZX,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF563RFP,bam,alignments,ENCSR535NVF,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF144WHP,bam,alignments,ENCSR535NVF,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF309UND,bam,alignments,ENCSR066LZB,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF992DFH,bam,alignments,ENCSR066LZB,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF551UQW,bam,alignments,ENCSR240OUM,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF601WLB,bam,alignments,ENCSR240OUM,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF896XKS,bam,alignments,ENCSR244KCW,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF538IKE,bam,alignments,ENCSR244KCW,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF280TQY,bam,alignments,ENCSR085EYQ,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF651MUL,bam,alignments,ENCSR085EYQ,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF358IFT,bam,alignments,ENCSR963OLG,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF305NCJ,bam,alignments,ENCSR963OLG,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF699TYA,bam,alignments,ENCSR375GSG,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF177TKF,bam,alignments,ENCSR375GSG,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF854GMO,bam,alignments,ENCSR545BRW,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF495EJO,bam,alignments,ENCSR545BRW,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF609YLJ,bam,alignments,ENCSR944XPB,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF529CGH,bam,alignments,ENCSR944XPB,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF783AUL,bam,alignments,ENCSR076FAM,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF011QSN,bam,alignments,ENCSR076FAM,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF396EQC,bam,alignments,ENCSR547PLI,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF054OIO,bam,alignments,ENCSR547PLI,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF924JBL,bam,alignments,ENCSR948RYN,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF776CDB,bam,alignments,ENCSR948RYN,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF296NJA,bam,alignments,ENCSR286IGS,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF618FJJ,bam,alignments,ENCSR286IGS,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF587JTD,bam,alignments,ENCSR751HEG,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF962GXO,bam,alignments,ENCSR751HEG,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF066TYT,bam,alignments,ENCSR734IEL,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF484KSH,bam,alignments,ENCSR734IEL,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF223WGX,bam,alignments,ENCSR502WUI,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF289BSK,bam,alignments,ENCSR502WUI,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF393VJB,bam,alignments,ENCSR400TGE,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF054JIU,bam,alignments,ENCSR400TGE,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF474USE,bam,alignments,ENCSR401GRX,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF199HGH,bam,alignments,ENCSR401GRX,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF959QFK,bam,alignments,ENCSR531RZS,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF816UNE,bam,alignments,ENCSR531RZS,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF784QSD,bam,alignments,ENCSR058DOA,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF457CFQ,bam,alignments,ENCSR058DOA,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF711EAX,bam,alignments,ENCSR897WBY,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF091QRM,bam,alignments,ENCSR897WBY,ChIP-seq,UBERON:0002101,limb,tissue,embryonic,mixed,Mus musculus
ENCFF930CBV,bam,alignments,ENCSR222IHX,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF224KHY,bam,alignments,ENCSR222IHX,ChIP-seq,UBERON:0000948,heart,tissue,embryonic,mixed,Mus musculus
ENCFF145RIL,bam,alignments,ENCSR129LAP,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF582CZH,bam,alignments,ENCSR129LAP,ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,mixed,Mus musculus
ENCFF289GXU,bam,alignments,ENCSR088UKA,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF139KVM,bam,alignments,ENCSR088UKA,ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,mixed,Mus musculus
ENCFF710YKT,bam,alignments,ENCSR275KPI,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF211GZM,bam,alignments,ENCSR275KPI,ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,mixed,Mus musculus
ENCFF531UZZ,bam,alignments,ENCSR320CCJ,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF389HKZ,bam,alignments,ENCSR320CCJ,ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,mixed,Mus musculus
ENCFF747DAB,bam,alignments,ENCSR427OZM,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
ENCFF082ZEA,bam,alignments,ENCSR427OZM,ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,mixed,Mus musculus
